Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nick Scoville,Science,,10/30/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Sean Andrews,Science,,11/6/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Holger Baumgardt,Science,,11/12/2007,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Holger Baumgardt,Science,,11/12/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Alicia Soderberg,Science,,11/13/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Athol Kemball,Science,,11/20/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Al Wootten,Science,,11/27/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Aaron Chou,Science,,12/4/2007,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Monica Valluri,Science,,1/15/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Fabian Heitsch,Science,,1/22/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Vasilis Paschalidis,Science,,1/24/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Vasilis Paschalidis,Science,,1/24/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Gijs Roelofs,Science,,2/6/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Diana Valencia,Science,,2/14/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Diana Valencia,Science,,2/14/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Fred Adams,Science,,2/19/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Natalia Ivanova,Science,,2/25/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Natalia Ivanova,Science,,2/25/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Matt Haffner,Science,,2/26/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,David Chuss,Science,,3/4/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Steffen Knollmann,Science,,3/5/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Steffen Knollmann,Science,,3/5/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Stelios Kazantzidis,Science,,3/11/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Michele Trenti,Science,,3/19/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Michele Trenti,Science,,3/19/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Brenda Matthews,Science,,4/8/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Patrick Brady,Science,,4/8/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Daniela Calzetti,Science,,4/15/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Richard White,Science,,4/22/2008,1,25,,2008
CIERA - Special Seminars,Academic Seminars,,Daniel Fabrycky,Science,,4/23/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Massimo Marengo,Science,,5/6/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Anthony Piro,Science,,5/13/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Manuela Campanelli,Science,,6/3/2008,1,25,,2008
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Matt Haffner,Science,,9/23/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,James Jackson,Science,,9/30/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Anuj Sarma,Science,,10/7/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ramesh Narayan,Science,,10/14/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Mike Gladders,Science,,10/21/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Glenn Van de Ven,Science,,11/11/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Brant Robertson,Science,,11/18/2008,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Jim Braatz,Science,,1/13/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,James Miller-Jones,Science,,1/20/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Andrew Baker,Science,,2/10/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Todd Tripp,Science,,2/17/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Jungyeon Cho,Science,,2/24/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Grace Wolf-Chase,Science,,3/3/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ed Chambers,Science,,3/10/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Clem Pryke,Science,,4/7/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Maxim Lyutikov,Science,,4/21/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,TJ Cox,Science,,4/28/2009,1,25,,2009
CIERA - Special Seminars,Academic Seminars,,Benjamin Knispel,Science,,4/28/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Dan Clements,Science,,5/5/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Hsiao-Wen Chen,Science,,5/12/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ulysses Sofia,Science,,5/19/2009,1,25,,2009
CIERA - Special Seminars,Academic Seminars,,Alberto Sesana,Science,,5/22/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Lucy Fortson,Science,,6/2/2009,1,25,,2009
CIERA - Special Seminars,Academic Seminars,,Sherry Suyu,Science,,6/12/2009,1,25,,2009
CIERA - Special Seminars,Academic Seminars,,Natalie Hinkel,Science,,7/22/2009,1,25,,2009
CIERA - Special Seminars,Academic Seminars,,John Fregeau,Science,,8/29/2009,1,25,,2009
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Enrico Ramirez-Ruiz,Science,,9/22/2009,1,NaN,,2010
CIERA - Special Seminars,Academic Seminars,,Smadar Naoz,Science,,9/23/2009,1,NaN,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Paolo Gondolo,Science,,9/29/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Shirley Ho,Science,,10/6/2009,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Tim Linden,Science,,10/7/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Bruce Balick,Science,,11/3/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Scott Gaudi,Science,,11/10/2009,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Ann Hornschemeier,Science,,11/12/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Volker Bromm,Science,,11/17/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Steinn Sigurdsson,Science,,11/24/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Alessia Gualandris,Science,,11/30/2009,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Zhi-Yun Li,Science,,12/8/2009,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Aaron Geller,Science,,1/11/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ben Koester,Science,,1/12/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Peter Anders,Science,,1/13/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Eugene Chiang,Science,,1/17/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Enrico Ramirez-Ruiz,Science,,1/18/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Qizhou Zhang,Science,,1/26/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,B�lent Kiziltan,Science,,2/1/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,B�lent Kiziltan,Science,,2/1/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Charles Gammie,Science,,2/9/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,C. Barth Netterfield,Science,,2/23/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Sambaran Banerjee,Science,,2/23/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Jay Strader,Science,,3/2/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Ravikumar Kopparapu,Science,,3/2/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Luis Reyes,Science,,3/30/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Sebastian Heinz,Science,,4/6/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Elena D'Onghia,Science,,4/13/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Lingzhen Zeng,Science,,4/14/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Dawn Erb,Science,,4/20/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Elena Rasia,Science,,4/27/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Andy Fruchter,Science,,5/4/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Marta Volonteri,Science,,5/6/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Fabian Heitsch,Science,,5/11/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Panayiotis Tzanavaris,Science,,5/13/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Haggi Perets,Science,,5/20/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,Charles Bailyn,Science,,5/20/2010,1,30,,2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Vikram Dawrkadasl,Science,,6/1/2010,1,30,,2010
CIERA - Special Seminars,Academic Seminars,,James Guillochon,Science,,6/11/2010,1,30,,2010
CIERA - Conferences/Collab Meetings,Conferences,,"International Conference on  Binaries - ""Binary Star Evolution: Mass Loss, Accretion and Mergers""",Science,Life and Death of Stars,6/22/2010,4,107,"Mykonos, Greece",2010
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Moshe Elitzur,Science,,9/25/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Peter Goldreich,Science,,10/5/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Marusa Bradac,Science,,10/12/2010,1,30,,2011
CIERA - Annual Public Lecture Series,Public Outreach,,"CIERA 2nd Annual Public Lecture by Dr. Maria Zuber, ""The Warped Side of our Universe: From the Big Bang to Black Holes and Gravitational Waves""",Outreach,Black Holes & Dead Stars,10/18/2010,1,,Fisk Hall,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Kip Thorne,Science,,10/18/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Luis Ho,Science,,10/26/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Steve Kawaler,Science,,11/2/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Elena Pierpaoli,Science,,11/9/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Paul Martini,Science,,11/16/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Emily Rauscher,Science,,11/23/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Robyn Sanderson,Science,,11/30/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Daniel Fabrycky,Science,,12/7/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Martin Elvis,Science,,12/14/2010,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Phil Chang,Science,,1/14/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Doug Clowe,Science,,1/18/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Johnathan Mitchell,Science,,1/25/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Brett Lehmer,Science,,1/31/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Tom Dame,Science,,2/8/2011,1,30,,2011
CIERA - Special Seminars,Academic Seminars,,Tom Dame,Science,,2/8/2011,1,30,,2011
CIERA - Special Seminars,Academic Seminars,,Elizabeth Hicks,Science,,2/11/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Eric Herbst,Science,,2/15/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Marco Fatuzzo,Science,,2/22/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Todd Thompson,Science,,3/1/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nathan Kaib,Science,,3/8/2011,1,30,,2011
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Edward Seidel: ""The Data and Compute-Driven Transformation of Modern Science""",Data Science & Computing|Science|Interdisciplinary,Other,3/10/2011,1,50,L211,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Marcel Agueros,Science,,3/29/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Elizabeth Blanton,Science,,4/12/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,David Kaplan,Science,,4/19/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nico Yunes,Science,,4/26/2011,1,30,,2011
CIERA - Special Seminars,Academic Seminars,,Laura Blecha,Science,,4/27/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Takeshi Oka,Science,,5/3/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Dong Lai,Science,,5/10/2011,1,30,,2011
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Jim Kasting: ""How to Find a Habitable Planet""",Science|Interdisciplinary,Exoplanets & the Solar System,5/16/2011,1,50,Ryan Auditorium,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ellen Zweibel,Science,,5/24/2011,1,30,,2011
CIERA - Special Seminars,Academic Seminars,,Keren Sharon,Science,,5/26/2011,1,30,,2011
CIERA - Special Seminars,Academic Seminars,,Duncan Forgan,Science,,6/2/2011,1,30,,2011
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Boaz Katz,Science,,6/6/2011,1,30,,2011
CIERA - Conferences/Collab Meetings,Conferences|Future Leaders,,CIERA's Inaugural Conference: The Future of Astronomy; Fellows at the Frontiers of Science,Interdisciplinary|Science,Other,8/31/2011,4,100,CIERA,2011
CIERA - Conferences/Collab Meetings,Conferences,,Extreme Solar Systems II International Conference,Science,Exoplanets & the Solar System,9/11/2011,7,328,"Moran, Wyoming",2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Dan Hooper,Science,,9/20/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Eliot Quataert,Science,,9/27/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Cornelia Lang,Science,,10/4/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Susmita Chakravorty,Science,,10/6/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Mitchell C. Begelman,Science,,10/11/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Mitchell C. Begelman,Science,,10/11/2011,1,30,,2012
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Ray Jayawardhana: ""Characterizing Exoplanets""",Science|Interdisciplinary,Exoplanets & the Solar System,10/18/2011,1,50,L211,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nick Moeckel,Science,,10/25/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Snezana Prodan,Science,,10/26/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Phillip Zukin,Science,,10/28/2011,1,30,,2012
CIERA - Annual Public Lecture Series,Public Outreach,,"CIERA 3rd Annual Public Lecture, Dr. Robert Kirshner - ""Dark Energy and the Accelerating Universe: Einstein's Blunder Undone""",Outreach|Science,Galaxies & Cosmology,11/1/2011,1,,Tech - Ryan Auditorium,2012
CIERA - Special Seminars,Academic Seminars,,Manjari Bagchi,Science,,11/3/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Matija Cuk,Science,,11/8/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Rich Plotkin,Science,,11/14/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ian Dobbs-Dixon,Science,,11/15/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Ann-Marie Madigan,Science,,11/17/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Adrienne Cool,Science,,11/21/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Julie McEnery,Science,,11/22/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Matt Hedman,Science,,11/29/2011,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Eva Ntormousi,Science,,11/29/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Brad Cenko,Science,,12/6/2011,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Thiem Hoang,Science,,1/17/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Junfeng Wang,Science,,1/17/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Diana Valencia,Science,,1/26/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Kristen Menou,Science,,1/26/2012,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ted von Hippel,Science,,2/7/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Ben Lackey,Science,,2/9/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Chris Wegg,Science,,2/9/2012,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Claire Max,Science,,2/14/2012,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Craig Heinke,Science,,3/1/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Craig Heinke,Science,,3/1/2012,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ranga-Ram Chary,Science,,3/6/2012,1,30,,2012
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Cecilia R. Aragon, University of Washington, Seattle, WA
Surfing the Data Tsunami: Computing, Astrophysics, and eScience",Interdisciplinary|Data Science & Computing,Other,3/13/2012,1,50,M345,2012
CIERA - Special Seminars,Academic Seminars,,Hannah Jang-Condell,Science,,3/15/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Darek Lis,Science,,3/26/2012,1,30,,2012
CIERA - Special Seminars,Academic Seminars,,Casey Lisse,Science,,3/29/2012,1,30,,2012
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Philip Marcus,Science,,4/17/2012,1,30,,2012
